"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSDARG00000099104",11960.1269158267,-0.00526971126916733,0.113982050479114,-0.0462328168954372,0.963124686331187,0.988851130042449
"ENSDARG00000102407",254.335264958727,-0.150375870347571,0.14865980170206,-1.01154359568534,0.31175632643783,0.676535624069193
"ENSDARG00000102097",159.287626798873,-0.558681973853923,0.204595333434829,-2.73066821454108,0.00632060679161843,0.0778725331457877
"ENSDARG00000099319",1.37592004224942,-0.0626684154969549,1.39797712028386,-0.0448279264286028,0.964244465391326,NA
"ENSDARG00000099640",307.039257573734,-0.37043204142893,0.171477080593474,-2.16024229096322,0.0307539178323903,0.207528166874894
"ENSDARG00000104071",248.521115338193,-0.132157264931664,0.123603868610898,-1.06920006968142,0.28497952734309,0.652843070186502
"ENSDARG00000102746",575.875864720485,-0.0617972179273777,0.146788282048059,-0.420995579927458,0.673758309482342,0.893474431119474
"ENSDARG00000103929",499.954770761887,0.0813438542240032,0.106477587570921,0.763952828756786,0.444895353659644,0.773123724005855
"ENSDARG00000101073",38.4140873820195,0.0520564097456693,0.280749397137355,0.185419488969378,0.852900023467258,0.959170042880416
"ENSDARG00000100223",1485.46287383856,0.0973547906953349,0.0721780628172273,1.34881412572489,0.177396676360267,0.531800659729702
"ENSDARG00000100782",99.5128563875811,0.180670008013464,0.173663929469563,1.04034273879037,0.298180694652298,0.665377180191878
"ENSDARG00000034862",160.305799157606,-0.349318746843984,0.14438621373235,-2.4193358757334,0.0155488756628823,0.1381395558133
"ENSDARG00000075827",153.109624737729,0.0924835680645687,0.183479417493536,0.504054183994926,0.614223301424922,0.869009705694384
"ENSDARG00000088581",1235.80460288358,-0.0953640186071335,0.106282760486612,-0.89726704660768,0.36957643617966,0.722541506633524
"ENSDARG00000076900",56.4890508044569,-0.168730696258344,0.236850722932088,-0.712392574401068,0.476221712468034,0.795722553081529
"ENSDARG00000013802",260.054515967668,0.117642114257584,0.120291323070656,0.977976725623709,0.328085835405917,0.689454765612989
"ENSDARG00000096578",611.47258412422,0.0972791483759839,0.0965045465876328,1.00802658336566,0.31344170052669,0.677800308073707
"ENSDARG00000109848",2.21507688911714,-0.673783061108297,1.19030069280177,-0.566061218970077,0.57135216511102,NA
"ENSDARG00000100181",171.067152825587,0.256212053699918,0.134913867900846,1.89907870618771,0.0575541283826566,0.296781129669138
"ENSDARG00000029936",169.36649357867,-0.0802632439484531,0.150014011030994,-0.535038316733428,0.592623361845759,0.860397903347323
"ENSDARG00000041589",37.5408357474594,-0.522754307912896,0.279681482962163,-1.86910589280456,0.0616080833450742,0.307545030090287
"ENSDARG00000041592",395.82262265015,0.00902829729002924,0.0907674976273232,0.0994661913794074,0.920768130120863,0.976493770857979
"ENSDARG00000075108",101.37245616816,-0.378903724748036,0.189882531964242,-1.99546383139335,0.0459923151197608,0.261826161832584
"ENSDARG00000016304",269.449041960185,-0.0587957976662595,0.111437107991377,-0.527614173824477,0.597767153351372,0.862633315536577
"ENSDARG00000058803",421.670243406704,-0.311865669821563,0.109522094740587,-2.8475137419554,0.00440621918287671,0.0606654653223086
"ENSDARG00000063385",1457.72301674772,0.0934999584420401,0.0951368190436163,0.982794667532181,0.325708506854923,0.687534811746242
"ENSDARG00000007804",430.030663977226,-0.31171647615947,0.106429926220919,-2.92884235879703,0.00340226924669563,0.0501816343103335
"ENSDARG00000068261",289.194738511686,-0.0430840543557847,0.123210527431501,-0.349678353416167,0.726580100783885,0.91517543302544
"ENSDARG00000063371",538.381906784291,0.0887186089035566,0.0883694112108216,1.00395156749321,0.315401958899646,0.678627775648816
"ENSDARG00000078751",942.624620765142,-0.176460727125296,0.0969789010716031,-1.81957853899591,0.0688232123533617,0.327826354681079
"ENSDARG00000078878",6.31546466644653,0.568977838583422,0.673988988784681,0.844194561114992,0.398560693312472,NA
"ENSDARG00000016343",165.41972323185,0.135863223819187,0.147204497230705,0.922955659474564,0.356030312877981,0.710638446992517
"ENSDARG00000023678",199.066490055523,-0.0198884986153427,0.145982084007741,-0.136239311491731,0.891632098800841,0.968311687691033
"ENSDARG00000011299",611.760030455903,-0.0471730252497519,0.0812538730433379,-0.580563405569498,0.5615347417711,0.844046151781444
"ENSDARG00000041575",176.954892287752,0.131312779621822,0.132424133834035,0.991607615771862,0.321388972756194,0.683708622301542
"ENSDARG00000058962",79.618591051205,0.0309080906605391,0.282236441689113,0.109511339058706,0.912796928592728,0.974757375647238
"ENSDARG00000089799",1.64072195923903,-0.340331874507379,1.32785403021927,-0.256302173855044,0.797717518812093,NA
"ENSDARG00000075325",807.757532827753,0.0621955435081077,0.116914998383998,0.531972324917896,0.594745163393525,0.861139061509086
"ENSDARG00000041570",462.457600850879,-0.0471825077035001,0.117255283594161,-0.402391314550959,0.687396061062099,0.899219915904426
"ENSDARG00000113329",45.6127145625913,-0.0101031108125822,0.226005043527262,-0.0447030325292876,0.964344016507637,0.989507956836219
"ENSDARG00000058996",60.5498232936226,0.153322209375714,0.241905261322157,0.633810974336464,0.526204190310054,0.826151859254002
"ENSDARG00000014313",1371.99743449994,-0.501869477903495,0.142842946349598,-3.51343549491906,0.000442351805140872,0.0116544509586912
"ENSDARG00000104279",2429.51042027458,0.017000745825852,0.147984923348615,0.114881607133739,0.908538963941631,0.973597539191975
"ENSDARG00000103783",1052.42151788943,0.0413904719886401,0.0700692795024226,0.590707829202226,0.55471620123967,0.840613979231484
"ENSDARG00000103519",266.59046891701,-0.0839821611685602,0.120477722810352,-0.697076266130624,0.485755066368439,0.801259010588246
"ENSDARG00000100307",141.208456184972,-0.0680625186109488,0.249078656927433,-0.273257128694003,0.784655567952992,0.934996937019712
"ENSDARG00000101089",804.819394400703,0.446778678231389,0.126331118428874,3.53656869176639,0.000405361070301108,0.0109272596106598
"ENSDARG00000115421",213.084707453385,-0.0779878470329971,0.120493587489449,-0.647236493309869,0.517478896094789,0.820810633655462
"ENSDARG00000087646",47.8540679685611,0.32288195993402,0.276839951917466,1.16631272942238,0.24348802838821,0.610801270996066
"ENSDARG00000067781",28.8659775012545,0.152098608322533,0.371422975640125,0.409502422569311,0.682170989318248,0.896563834883432
