"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSDARG00000099104",11820.9838581474,-0.146735083477849,0.145825531067886,-1.00623726451261,0.314301450476168,0.846934656563889
"ENSDARG00000102407",240.805922220888,-0.430212745771948,0.172299564506177,-2.49688817847549,0.0125288457978297,0.415901308784702
"ENSDARG00000102097",178.310203714744,-0.293898068660541,0.287610847703725,-1.02186016628723,0.306847087937861,0.846934656563889
"ENSDARG00000099640",313.210154647244,-0.404390117635999,0.196952408900002,-2.05323773339232,0.0400495264885666,0.603088235658273
"ENSDARG00000104071",252.345529281862,-0.189860054261468,0.175749931269483,-1.08028522623061,0.280015186503741,0.833933876169784
"ENSDARG00000102746",567.263124597543,-0.221884602444408,0.117857907026669,-1.88264502604989,0.0597484901201958,0.660980857595892
"ENSDARG00000103929",508.581467647122,0.0231926660740882,0.147561694724328,0.157172673554721,0.87510876395327,0.979549350837088
"ENSDARG00000101073",44.3626567381688,0.313834683253678,0.275448642414552,1.13935825024454,0.254553761878395,0.824530182331602
"ENSDARG00000100223",1492.73702940129,0.0174630342197154,0.0959975866264208,0.181911179576562,0.85565243085178,0.976092424148205
"ENSDARG00000100782",98.5026758340768,0.052788973619391,0.216335080178225,0.24401485684107,0.807219313565728,0.969432337653242
"ENSDARG00000034862",176.588272825158,-0.151168417529254,0.132469819280571,-1.14115364805533,0.253805989390708,0.823660699491987
"ENSDARG00000075827",134.482425755916,-0.405060742993841,0.224587426624017,-1.80357711508024,0.071297626332408,0.678536730889701
"ENSDARG00000088581",1360.01533937064,0.0739015064263969,0.1271864855898,0.58104841944248,0.561207820826684,0.914668931076903
"ENSDARG00000076900",66.1054682203464,0.191712714360547,0.272039556060156,0.704723670105366,0.480982218016031,0.891589797815048
"ENSDARG00000013802",283.333027588529,0.258199403645104,0.114587435718043,2.25329593970875,0.024240495603222,0.503908365039949
"ENSDARG00000096578",616.495041715293,0.024737641449784,0.110197845488618,0.224483893855611,0.822380797984899,0.971135216302665
"ENSDARG00000109848",2.02386618144197,-1.18230221205923,1.18360084417461,-0.998902812445794,0.317841773687031,NA
"ENSDARG00000100181",166.633494831134,0.0880741151617176,0.128928715337838,0.683122568397063,0.494529395717717,0.89562888877582
"ENSDARG00000029936",183.5011182305,0.04596382333211,0.204482848209656,0.224780825064523,0.822149783760165,0.971135216302665
"ENSDARG00000041589",41.027283443105,-0.33123865538152,0.298611150780526,-1.10926418693914,0.267316229836558,0.82900666054088
"ENSDARG00000041592",425.626086941182,0.0978405403047691,0.0969718678826242,1.00895798380615,0.312994784995534,0.846934656563889
"ENSDARG00000075108",104.328871981507,-0.386609617704274,0.200070938097818,-1.93236269785097,0.0533147547614547,0.640120183373645
"ENSDARG00000016304",276.943679528038,-0.0707407236512887,0.140453467704579,-0.503659502377542,0.614500671379513,0.925949802766487
"ENSDARG00000058803",498.251414033065,0.0879150387937337,0.126882491036029,0.692885504342515,0.488381407261485,0.893747773201121
"ENSDARG00000063385",1392.11677080764,-0.13086546127912,0.124187928680182,-1.05376957865313,0.291988424592534,0.838468977453911
"ENSDARG00000007804",452.498045207224,-0.245376752568949,0.143014217331816,-1.71575076343379,0.0862076693007397,0.70653546248768
"ENSDARG00000068261",298.509442966963,-0.0364319845984957,0.171198972455815,-0.212804925613082,0.831479121659207,0.972693649304999
"ENSDARG00000063371",572.337003928807,0.170651352680165,0.118881351711316,1.43547621408751,0.151151441639461,0.76696634803404
"ENSDARG00000078751",1000.83394625621,-0.0990783280227608,0.0975218180479678,-1.01596063328134,0.309648133318023,0.846934656563889
"ENSDARG00000078878",8.00439900184415,1.01284146069842,0.634960509670947,1.59512512238485,0.110684258618465,NA
"ENSDARG00000016343",162.142206499359,-0.0199353990605972,0.163183674665312,-0.122165401051818,0.902768027129949,0.983728469574986
"ENSDARG00000023678",197.310497581938,-0.135480913351942,0.14998803676466,-0.903278129871917,0.366378300719111,0.862778882811375
"ENSDARG00000011299",620.515798684564,-0.116079635441389,0.0948535924900446,-1.22377690073861,0.221036400511265,0.808559694761221
"ENSDARG00000041575",180.836295462371,0.0989592770143265,0.164452941200192,0.601748295239434,0.54734169701366,0.910552460639489
"ENSDARG00000058962",78.1875037432287,-0.142108625987524,0.213284057641608,-0.666288083408074,0.505226980947716,0.899663752667168
"ENSDARG00000089799",2.04397352829958,0.231760093149433,0.988751279764573,0.234396756689525,0.814676976310636,NA
"ENSDARG00000075325",797.137201329296,-0.145915811013728,0.123106055008544,-1.18528541105148,0.235904619705852,0.814479120146071
"ENSDARG00000041570",471.712075028301,-0.0819615668220953,0.131959329435445,-0.621112331903679,0.534525715909329,0.908156477769092
"ENSDARG00000113329",51.6939658091822,0.223425701725542,0.219918304283968,1.01594863807719,0.309653845686043,0.846934656563889
"ENSDARG00000058996",60.7084630676948,0.0659873730368789,0.227436405803275,0.290135489979365,0.771712585856351,0.961187958612104
"ENSDARG00000014313",1507.0108025079,-0.33834546214377,0.216910445055216,-1.55983941694297,0.118797834062304,0.742655550646911
"ENSDARG00000104279",2629.45597948262,0.151164026700162,0.147820774299014,1.02261693200433,0.306489000735184,0.846934656563889
"ENSDARG00000103783",1033.69495806661,-0.115366938706928,0.0759976541328198,-1.51803289224301,0.129006106935756,0.754398898667308
"ENSDARG00000103519",282.554512510639,-0.00502980395145951,0.157460211242977,-0.0319433329331561,0.974517241573785,0.995450066369882
"ENSDARG00000100307",170.349173263661,0.360351427953843,0.24619137607652,1.46370451189907,0.143274702186125,0.76309773659119
"ENSDARG00000101089",707.206012624917,0.0177605158014045,0.119763048729947,0.14829712494588,0.882108284234326,0.979859905237155
"ENSDARG00000115421",226.195765432995,-0.0050555238416914,0.175934389887104,-0.0287352793557616,0.977075719120408,0.996226618877159
"ENSDARG00000087646",53.0554887856764,0.471017717404133,0.248230525128791,1.89750119232819,0.0577618215703815,0.654851995868597
"ENSDARG00000067781",26.609307270509,-0.209208554719486,0.370213436055705,-0.565102544490058,0.572004017910787,0.918171223118994
"ENSDARG00000099108",71.0637245248822,-0.242679401524494,0.267056598549239,-0.908718986322857,0.363498479495649,0.862778882811375
"ENSDARG00000001870",6067.07585770982,0.188074701261952,0.104404844266817,1.80139822613316,0.0716401355463816,0.680299530385647
"ENSDARG00000002791",613.373351858615,0.808702243332561,0.225663133403032,3.58367018634022,0.000338799840510918,0.0543922815949848
"ENSDARG00000007739",2307.31789810545,0.171645933708201,0.124998878035739,1.37317979493483,0.169696459371699,0.781788004286331
"ENSDARG00000039131",1339.21302822295,0.111935250307795,0.0745349691115998,1.50178166895322,0.13315350397435,0.757171873533006
"ENSDARG00000040252",247.127546883902,-0.109850640828353,0.12584584000593,-0.872898467070315,0.382718421907856,0.866726197048444
"ENSDARG00000089477",132.920365711298,0.204501237786472,0.169701349136444,1.20506548019278,0.228178024656117,0.809739451600168
"ENSDARG00000095102",5.28570668238004,0.517663336865433,0.89029260281548,0.58145303603373,0.560935161707027,NA
"ENSDARG00000075505",67.9099658157631,0.49577636474823,0.229199322465509,2.16307953887096,0.0305350625416621,0.552241633977718
"ENSDARG00000018460",1085.47603281813,0.154644113329366,0.121808042684085,1.26957227061305,0.204237032026638,0.801840304459707
"ENSDARG00000040246",24.9632887028804,-0.118482119382176,0.365857712670513,-0.323847537659756,0.746053464077745,0.956469281846686
"ENSDARG00000040245",3557.44714097062,0.0441515292629892,0.10843206901652,0.407181470052578,0.683874710103818,0.943955501206307
"ENSDARG00000074381",947.373244644434,0.0499262030502471,0.100744143035683,0.495574249240115,0.620194824580701,0.92762160724705
"ENSDARG00000095179",14.7628890638685,-0.365018589446463,0.409157694347083,-0.892122021630181,0.372327532506627,0.862778882811375
"ENSDARG00000070581",14.7831891329264,-0.640320156305741,0.44018404895628,-1.45466460637091,0.145762135615005,0.764017888867736
"ENSDARG00000103156",52.2293197769497,0.33900250215672,0.248850403754469,1.36227427017238,0.173111344530088,0.785026515840129
"ENSDARG00000103647",86.9428443368503,0.196682864176495,0.174468203747781,1.12732784514036,0.259603893642345,0.824530182331602
"ENSDARG00000098769",484.098275187879,0.0911085685543615,0.0863321159903414,1.05532648550575,0.291276031947019,0.837919640067771
"ENSDARG00000078308",1073.59778429566,-0.147077135261895,0.109398021687166,-1.34442225730988,0.178811880469926,0.790864607651531
"ENSDARG00000033928",2724.39477675784,0.0645004594370132,0.0933912651289218,0.69064766761617,0.489786983968049,0.894524129954336
"ENSDARG00000031164",3047.53366908318,0.0193204685923211,0.0837873740303737,0.230589260206642,0.817633911900948,0.970944932538705
"ENSDARG00000037777",267.530490806983,-0.00636896164777924,0.113789901408063,-0.0559712379479042,0.955364720023038,0.993297138175181
"ENSDARG00000016706",1.35642141839842,-0.139886438043423,1.41687957636195,-0.0987285301991597,0.92135381570238,NA
"ENSDARG00000030350",64.7134413892111,0.466246616677849,0.19119896406882,2.43854154204532,0.0147466636258151,0.434093044512718
"ENSDARG00000006526",10416.1020088456,0.203547213083434,0.0984554705514718,2.06740379120956,0.0386961213164042,0.595351333047568
"ENSDARG00000077688",14.7029498920937,0.819492834807992,0.51122269051668,1.60300559816653,0.108933418144573,0.737894927393457
"ENSDARG00000096546",1500.61697198135,0.0806613891318836,0.101035777227934,0.798344817498794,0.424670416704501,0.881412956282206
"ENSDARG00000092671",163.003709979219,0.0626636923249934,0.131032955417171,0.478228489355907,0.632487587402116,0.92991147238663
"ENSDARG00000113935",10.9132452792374,-0.179763364243837,0.51124393097729,-0.351619556441878,0.725123596757147,0.952279323324548
"ENSDARG00000063297",189.10146381425,0.0515844233365323,0.193910441857496,0.266021895687502,0.790222346097465,0.964958439200687
"ENSDARG00000027078",1050.10039780695,0.0709197998616774,0.0655106969057629,1.08256824017146,0.279000110725147,0.833927175077183
"ENSDARG00000017537",31.8280981027339,-0.0659975511234317,0.268749648947429,-0.245572604027259,0.806013098715926,0.969432337653242
"ENSDARG00000063270",368.65280362122,0.249609214471692,0.154377061551377,1.61688020204103,0.105904142727013,0.736010611700896
"ENSDARG00000018008",10.5305314692162,-0.114069361426678,0.521037556769863,-0.21892733056297,0.826706656144865,0.971648482328242
"ENSDARG00000074031",202.301268637876,0.129224977732589,0.16856106455591,0.766635984846467,0.443297974109311,0.885620778304737
"ENSDARG00000043247",287.260404377442,-0.173711783002609,0.10584029878125,-1.64126315782267,0.100742800326775,0.730085685939192
"ENSDARG00000113848",49.5288396299821,0.387752691808673,0.302816551088652,1.28048711477186,0.200373873551056,0.798232049033573
"ENSDARG00000063253",144.490925372773,0.125661782567654,0.150002667288166,0.837730320663224,0.402182180414793,0.873268693446025
"ENSDARG00000073857",125.466303560724,0.282856319353891,0.203327473520279,1.39113674338593,0.164183964678722,0.776364346175648
"ENSDARG00000070558",18.1947169892269,-0.00453147469278895,0.443273870321894,-0.0102227426342507,0.991843573547151,0.999112438284962
"ENSDARG00000025754",467.446165472261,-0.0762284423350894,0.102921288273857,-0.740647961306679,0.458906919569128,0.888333720957678
"ENSDARG00000063207",70.8656554238351,0.389853038806876,0.238667159752628,1.63345907837068,0.102372480529819,0.732275269233629
"ENSDARG00000090408",13.1707456290682,-0.0477465829040476,0.493245281896486,-0.0968008912735385,0.922884516126338,0.987140906919295
"ENSDARG00000013741",295.378532888973,-0.0431037986895373,0.17714251315611,-0.243328368337822,0.807751029920617,0.969432337653242
"ENSDARG00000017441",3264.99897680209,0.903343861465947,0.207843679222987,4.34626573607171,1.38474794619135e-05,0.00524358968906093
"ENSDARG00000037713",383.611171732031,-0.119991544514665,0.238349963100662,-0.503425899268922,0.61466486635198,0.926099328407607
"ENSDARG00000021688",2.83862413668922,0.295280961559208,1.22974067243422,0.240116447457748,0.810239983927237,NA
"ENSDARG00000004953",1.70611228037713,0.875297248425824,1.16380083414656,0.752102269343789,0.451989559342973,NA
"ENSDARG00000074050",125.654386813014,0.187091969641309,0.149831103660886,1.24868578732995,0.211780021224834,0.806309482314119
"ENSDARG00000018319",734.835054124408,-0.112775842481312,0.0976951522902615,-1.15436477488918,0.248350650359622,0.821070980464069
"ENSDARG00000098730",242.203987870569,-0.0767359289255309,0.19297944983546,-0.39763782615692,0.690897173563469,0.946047780698033
"ENSDARG00000079779",180.672815608515,0.0960166951947974,0.152738132646239,0.628636042167572,0.529587358649756,0.905955085958852
"ENSDARG00000089090",12.2656326243945,-0.498810162710423,0.670742570684178,-0.743668561549063,0.457077013565357,0.88833281512677
"ENSDARG00000093857",2.89426923295748,5.06748301418733,3.39751158162489,1.49152781158843,0.135822975004652,NA
"ENSDARG00000099359",72.6309337764137,0.354136272290933,0.237039458315124,1.49399713789482,0.135176367353316,0.760240429366846
"ENSDARG00000092361",1.92511494936655,1.64778888934882,1.2651642151419,1.30243083832719,0.192769146317513,NA
"ENSDARG00000103767",24.3239255728752,0.881345070083274,0.492938161436758,1.78794246222373,0.073785291245728,0.684386903941719
"ENSDARG00000107486",10.5484832457109,-0.0396840801052796,0.503718837212443,-0.0787822038280114,0.937205859333304,0.989279128457797
"ENSDARG00000100166",1491.27076542516,0.0258464813743938,0.0799163847943785,0.32341905156115,0.746377903124584,0.956489483910525
"ENSDARG00000074212",19.7575775056379,0.0542530664412246,0.420410048681279,0.12904797735307,0.897319685747779,0.982574061977991
"ENSDARG00000062929",454.263612044687,0.0431078430793361,0.101415554626174,0.425061453721129,0.67079187656196,0.940784533746208
"ENSDARG00000022668",32.0798037768284,-0.178022213840069,0.279061638684456,-0.637931514626288,0.523518262022237,0.904641671038377
