"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre04020","dre04020","Calcium signaling pathway - Danio rerio (zebrafish)","27/140","391/7371",3.30775879660844e-09,2.38158633355808e-07,2.15874784620761e-07,"798222/569528/403310/563904/100126126/768182/560561/567212/100332913/100149482/567702/493613/557026/562796/568512/562059/100333967/352938/170581/555941/570240/567611/798498/559964/65090/569836/568126",27
"dre04010","dre04010","MAPK signaling pathway - Danio rerio (zebrafish)","26/140","420/7371",6.46446626472163e-08,2.32720785529979e-06,2.10945741269864e-06,"564518/569528/403310/100151551/563904/553266/565173/561262/245701/100331895/567702/562796/245700/792928/562059/100333967/794222/170581/555941/570240/559964/65090/404626/562422/569836/568412",26
"dre04261","dre04261","Adrenergic signaling in cardiomyocytes - Danio rerio (zebrafish)","15/140","249/7371",7.001034709344e-05,0.00168024833024256,0.00152303211220817,"798222/403310/100126126/560561/567212/565910/565173/557026/568512/100333967/794222/170581/798498/559964/562422",15
"dre04260","dre04260","Cardiac muscle contraction - Danio rerio (zebrafish)","9/140","145/7371",0.0016934157573709,0.0304814836326762,0.0276294149886831,"403310/100126126/560561/567212/568512/794222/170581/559964/562422",9
"dre04912","dre04912","GnRH signaling pathway - Danio rerio (zebrafish)","8/140","132/7371",0.00353116695596003,0.0508488041658245,0.0460910213198994,"798222/403310/493613/557026/100333967/170581/567611/559964",8
"dre04270","dre04270","Vascular smooth muscle contraction - Danio rerio (zebrafish)","9/140","177/7371",0.0064113877127505,0.0769366525530061,0.0697379014369353,"403310/493613/557026/563892/100333967/170581/567611/798498/559964",9
"dre04371","dre04371","Apelin signaling pathway - Danio rerio (zebrafish)","9/140","193/7371",0.0110259866874498,0.113410148785198,0.102798672875472,"100126126/560561/567212/557026/572074/568512/792928/567611/568877",9
"dre04144","dre04144","Endocytosis - Danio rerio (zebrafish)","12/140","341/7371",0.028404709629209,0.255642386662881,0.231722631185653,"553266/555340/492695/245701/557061/100334106/792928/324332/573631/799274/571626/559690",12
"dre04540","dre04540","Gap junction - Danio rerio (zebrafish)","6/140","132/7371",0.039410328974433,0.315282631795464,0.285782502504661,"100332913/493613/557026/100333967/567611/568126",6
"dre04512","dre04512","ECM-receptor interaction - Danio rerio (zebrafish)","5/140","105/7371",0.0491389499173249,0.338418275931709,0.306753408008274,"100536533/564005/369191/565429/100331333",5
"dre00600","dre00600","Sphingolipid metabolism - Danio rerio (zebrafish)","4/140","74/7371",0.0517027921562334,0.338418275931709,0.306753408008274,"555411/563806/724080/568381",4
"dre02010","dre02010","ABC transporters - Danio rerio (zebrafish)","3/140","49/7371",0.0656258096157286,0.386841936838839,0.350646200058596,"100151075/336563/566367",3
"dre00310","dre00310","Lysine degradation - Danio rerio (zebrafish)","4/140","84/7371",0.0752192654964409,0.386841936838839,0.350646200058596,"100006350/557048/559945/796720",4
"dre04330","dre04330","Notch signaling pathway - Danio rerio (zebrafish)","4/140","84/7371",0.0752192654964409,0.386841936838839,0.350646200058596,"566455/563942/557340/503940",4
"dre00510","dre00510","N-Glycan biosynthesis - Danio rerio (zebrafish)","3/140","63/7371",0.117323942189411,0.55220763671334,0.500539085909753,"100333333/799960/101884072",3
