"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre04216","dre04216","Ferroptosis - Danio rerio (zebrafish)","2/9","62/7371",0.00241274972391474,0.0434294950304653,0.038096048272338,"791518/334561",2
"dre00061","dre00061","Fatty acid biosynthesis - Danio rerio (zebrafish)","1/9","22/7371",0.0265577967509237,0.193191430128851,0.169466166779694,"334561",1
"dre00120","dre00120","Primary bile acid biosynthesis - Danio rerio (zebrafish)","1/9","28/7371",0.0336911462248459,0.193191430128851,0.169466166779694,"336673",1
"dre00051","dre00051","Fructose and mannose metabolism - Danio rerio (zebrafish)","1/9","45/7371",0.0536506476266266,0.193191430128851,0.169466166779694,"386663",1
"dre00071","dre00071","Fatty acid degradation - Danio rerio (zebrafish)","1/9","56/7371",0.0663695174587596,0.193191430128851,0.169466166779694,"334561",1
"dre00860","dre00860","Porphyrin metabolism - Danio rerio (zebrafish)","1/9","67/7371",0.078936212447232,0.193191430128851,0.169466166779694,"791518",1
"dre01212","dre01212","Fatty acid metabolism - Danio rerio (zebrafish)","1/9","78/7371",0.0913523280893103,0.193191430128851,0.169466166779694,"334561",1
"dre03320","dre03320","PPAR signaling pathway - Danio rerio (zebrafish)","1/9","94/7371",0.109146576709032,0.193191430128851,0.169466166779694,"334561",1
"dre04920","dre04920","Adipocytokine signaling pathway - Danio rerio (zebrafish)","1/9","96/7371",0.11134893291864,0.193191430128851,0.169466166779694,"334561",1
"dre04146","dre04146","Peroxisome - Danio rerio (zebrafish)","1/9","102/7371",0.11792699274581,0.193191430128851,0.169466166779694,"334561",1
"dre04512","dre04512","ECM-receptor interaction - Danio rerio (zebrafish)","1/9","105/7371",0.121199762728641,0.193191430128851,0.169466166779694,"567928",1
"dre00564","dre00564","Glycerophospholipid metabolism - Danio rerio (zebrafish)","1/9","112/7371",0.128794286752568,0.193191430128851,0.169466166779694,"492483",1
"dre04114","dre04114","Oocyte meiosis - Danio rerio (zebrafish)","1/9","151/7371",0.170048561586936,0.235451854504989,0.20653671447806,"560560",1
"dre04110","dre04110","Cell cycle - Danio rerio (zebrafish)","1/9","191/7371",0.210547819378433,0.256215845162784,0.224750741370863,"560560",1
"dre04514","dre04514","Cell adhesion molecules - Danio rerio (zebrafish)","1/9","194/7371",0.21351320430232,0.256215845162784,0.224750741370863,"60635",1
"dre04530","dre04530","Tight junction - Danio rerio (zebrafish)","1/9","248/7371",0.265224121436758,0.286707060512096,0.251497421501839,"60635",1
"dre04814","dre04814","Motor proteins - Danio rerio (zebrafish)","1/9","254/7371",0.270778890483646,0.286707060512096,0.251497421501839,"100331282",1
"dre04510","dre04510","Focal adhesion - Danio rerio (zebrafish)","1/9","278/7371",0.292626576125141,0.292626576125141,0.256689979057141,"567928",1
