"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre04260","dre04260","Cardiac muscle contraction - Danio rerio (zebrafish)","5/75","145/7368",0.0157903662781306,0.7114851143032,0.709514241410393,"64612/553296/797199/260440/568225",5
"dre00480","dre00480","Glutathione metabolism - Danio rerio (zebrafish)","3/75","69/7368",0.0328768108389162,0.7114851143032,0.709514241410393,"794084/723997/114426",3
"dre04910","dre04910","Insulin signaling pathway - Danio rerio (zebrafish)","5/75","180/7368",0.0359636912065862,0.7114851143032,0.709514241410393,"393285/321224/436649/564921/100001260",5
"dre04068","dre04068","FoxO signaling pathway - Danio rerio (zebrafish)","5/75","182/7368",0.0374465849633263,0.7114851143032,0.709514241410393,"393285/563719/100001936/58092/793200",5
"dre04140","dre04140","Autophagy - animal - Danio rerio (zebrafish)","5/75","200/7368",0.0524899530700156,0.72153160632392,0.719532903813327,"393285/378866/65225/564921/793200",5
"dre00051","dre00051","Fructose and mannose metabolism - Danio rerio (zebrafish)","2/75","45/7368",0.0764630891476758,0.72153160632392,0.719532903813327,"321224/554477",2
"dre00760","dre00760","Nicotinate and nicotinamide metabolism - Danio rerio (zebrafish)","2/75","47/7368",0.0824281827694263,0.72153160632392,0.719532903813327,"402953/550242",2
"dre03013","dre03013","Nucleocytoplasmic transport - Danio rerio (zebrafish)","3/75","110/7368",0.10128204436865,0.72153160632392,0.719532903813327,"568424/563392/333980",3
"dre04010","dre04010","MAPK signaling pathway - Danio rerio (zebrafish)","7/75","420/7368",0.134147666423512,0.72153160632392,0.719532903813327,"793952/565241/573376/562529/353314/568225/560210",7
"dre04141","dre04141","Protein processing in endoplasmic reticulum - Danio rerio (zebrafish)","4/75","202/7368",0.149768096511971,0.72153160632392,0.719532903813327,"573376/326710/406673/560210",4
"dre04510","dre04510","Focal adhesion - Danio rerio (zebrafish)","5/75","278/7368",0.152417269997552,0.72153160632392,0.719532903813327,"57934/567640/567928/564921/562529",5
"dre01200","dre01200","Carbon metabolism - Danio rerio (zebrafish)","3/75","134/7368",0.155667228787301,0.72153160632392,0.719532903813327,"407673/321224/368262",3
"dre00600","dre00600","Sphingolipid metabolism - Danio rerio (zebrafish)","2/75","74/7368",0.173593819246774,0.72153160632392,0.719532903813327,"553508/259251",2
"dre00785","dre00785","Lipoic acid metabolism - Danio rerio (zebrafish)","1/75","20/7368",0.185264665492909,0.72153160632392,0.719532903813327,"368262",1
"dre04310","dre04310","Wnt signaling pathway - Danio rerio (zebrafish)","4/75","225/7368",0.195641398195096,0.72153160632392,0.719532903813327,"565241/100000500/30206/58092",4
"dre04370","dre04370","VEGF signaling pathway - Danio rerio (zebrafish)","2/75","81/7368",0.199337430626568,0.72153160632392,0.719532903813327,"565241/564921",2
"dre00533","dre00533","Glycosaminoglycan biosynthesis - keratan sulfate - Danio rerio (zebrafish)","1/75","22/7368",0.201812684090389,0.72153160632392,0.719532903813327,"558930",1
"dre00900","dre00900","Terpenoid backbone biosynthesis - Danio rerio (zebrafish)","1/75","22/7368",0.201812684090389,0.72153160632392,0.719532903813327,"334380",1
"dre00310","dre00310","Lysine degradation - Danio rerio (zebrafish)","2/75","84/7368",0.210513135238348,0.72153160632392,0.719532903813327,"368262/572849",2
"dre03018","dre03018","RNA degradation - Danio rerio (zebrafish)","2/75","86/7368",0.218000075241738,0.72153160632392,0.719532903813327,"565659/560362",2
"dre03083","dre03083","Polycomb repressive complex - Danio rerio (zebrafish)","2/75","90/7368",0.233042921304541,0.72153160632392,0.719532903813327,"568473/550551",2
"dre04530","dre04530","Tight junction - Danio rerio (zebrafish)","4/75","248/7368",0.24530052859499,0.72153160632392,0.719532903813327,"57934/793952/334086/792828",4
"dre04261","dre04261","Adrenergic signaling in cardiomyocytes - Danio rerio (zebrafish)","4/75","249/7368",0.247526038766096,0.72153160632392,0.719532903813327,"64612/797199/260440/568225",4
"dre04137","dre04137","Mitophagy - animal - Danio rerio (zebrafish)","2/75","94/7368",0.248151844664059,0.72153160632392,0.719532903813327,"559355/793200",2
"dre00515","dre00515","Mannose type O-glycan biosynthesis - Danio rerio (zebrafish)","1/75","30/7368",0.264752594701691,0.72153160632392,0.719532903813327,"557187",1
"dre04144","dre04144","Endocytosis - Danio rerio (zebrafish)","5/75","341/7368",0.266117943311522,0.72153160632392,0.719532903813327,"573376/567272/792828/58092/560210",5
"dre00030","dre00030","Pentose phosphate pathway - Danio rerio (zebrafish)","1/75","33/7368",0.287070350090994,0.72153160632392,0.719532903813327,"407673",1
"dre04512","dre04512","ECM-receptor interaction - Danio rerio (zebrafish)","2/75","105/7368",0.289812546793645,0.72153160632392,0.719532903813327,"567640/567928",2
"dre00052","dre00052","Galactose metabolism - Danio rerio (zebrafish)","1/75","34/7368",0.294360019312968,0.72153160632392,0.719532903813327,"321224",1
"dre04136","dre04136","Autophagy - other - Danio rerio (zebrafish)","1/75","34/7368",0.294360019312968,0.72153160632392,0.719532903813327,"793200",1
"dre00020","dre00020","Citrate cycle (TCA cycle) - Danio rerio (zebrafish)","1/75","35/7368",0.301576135832129,0.72153160632392,0.719532903813327,"368262",1
"dre04371","dre04371","Apelin signaling pathway - Danio rerio (zebrafish)","3/75","193/7368",0.313503336195095,0.72153160632392,0.719532903813327,"797199/100332205/58092",3
