"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre03040","dre03040","Spliceosome - Danio rerio (zebrafish)","9/70","143/7368",7.22029660020024e-06,0.000286749807034239,0.000251534918451087,"393467/558760/368893/555643/378453/560127/406264/100005893/406267",9
"dre00190","dre00190","Oxidative phosphorylation - Danio rerio (zebrafish)","9/70","148/7368",9.55832690114131e-06,0.000286749807034239,0.000251534918451087,"573619/415243/445122/553660/559659/406306/402883/556538/798291",9
"dre03010","dre03010","Ribosome - Danio rerio (zebrafish)","8/70","138/7368",4.38720638499817e-05,0.000877441276999633,0.000769685330701433,"557397/572109/436759/751746/393723/114420/415159/192299",8
"dre03050","dre03050","Proteasome - Danio rerio (zebrafish)","4/70","57/7368",0.00201986009639832,0.0302979014459748,0.0265771065315568,"336786/322269/30387/30388",4
"dre04141","dre04141","Protein processing in endoplasmic reticulum - Danio rerio (zebrafish)","7/70","202/7368",0.00291474063739389,0.0349768876487267,0.0306814803936199,"323922/327244/791986/553353/565155/445177/378848",7
"dre03015","dre03015","mRNA surveillance pathway - Danio rerio (zebrafish)","4/70","99/7368",0.0142955545123571,0.121746673819738,0.106795327912051,"558760/368893/560127/100005893",4
"dre00100","dre00100","Steroid biosynthesis - Danio rerio (zebrafish)","2/70","22/7368",0.0181821327051302,0.121746673819738,0.106795327912051,"793309/563369",2
"dre03060","dre03060","Protein export - Danio rerio (zebrafish)","2/70","22/7368",0.0181821327051302,0.121746673819738,0.106795327912051,"791986/378848",2
"dre03420","dre03420","Nucleotide excision repair - Danio rerio (zebrafish)","3/70","59/7368",0.0182712414870706,0.121746673819738,0.106795327912051,"560477/751713/553705",3
"dre03013","dre03013","Nucleocytoplasmic transport - Danio rerio (zebrafish)","4/70","110/7368",0.0202911123032897,0.121746673819738,0.106795327912051,"368893/436607/560127/100005893",4
"dre01250","dre01250","Biosynthesis of nucleotide sugars - Danio rerio (zebrafish)","2/70","45/7368",0.0678159043779272,0.365842054719238,0.320914083087051,"492779/322513",2
"dre00760","dre00760","Nicotinate and nicotinamide metabolism - Danio rerio (zebrafish)","2/70","47/7368",0.0731684109438477,0.365842054719238,0.320914083087051,"415192/791647",2
"dre04914","dre04914","Progesterone-mediated oocyte maturation - Danio rerio (zebrafish)","3/70","112/7368",0.0901586712430957,0.390420933604603,0.342474503161933,"565155/58025/445246",3
"dre00470","dre00470","D-Amino acid metabolism - Danio rerio (zebrafish)","1/70","10/7368",0.0910982178410741,0.390420933604603,0.342474503161933,"619259",1
"dre03450","dre03450","Non-homologous end-joining - Danio rerio (zebrafish)","1/70","14/7368",0.125201812970444,0.474419206347164,0.416157198550144,"386707",1
"dre00520","dre00520","Amino sugar and nucleotide sugar metabolism - Danio rerio (zebrafish)","2/70","65/7368",0.126511788359244,0.474419206347164,0.416157198550144,"492779/322513",2
"dre00330","dre00330","Arginine and proline metabolism - Danio rerio (zebrafish)","2/70","68/7368",0.136127544709188,0.480450157797133,0.42144750683959,"373132/619259",2
"dre01232","dre01232","Nucleotide metabolism - Danio rerio (zebrafish)","2/70","110/7368",0.280981339720605,0.820695132283323,0.719908010774845,"415192/791647",2
"dre01040","dre01040","Biosynthesis of unsaturated fatty acids - Danio rerio (zebrafish)","1/70","35/7368",0.284580104689208,0.820695132283323,0.719908010774845,"327274",1
"dre03020","dre03020","RNA polymerase - Danio rerio (zebrafish)","1/70","35/7368",0.284580104689208,0.820695132283323,0.719908010774845,"553705",1
"dre03030","dre03030","DNA replication - Danio rerio (zebrafish)","1/70","38/7368",0.304875848284405,0.820695132283323,0.719908010774845,"386707",1
"dre03022","dre03022","Basal transcription factors - Danio rerio (zebrafish)","1/70","40/7368",0.31808993784762,0.820695132283323,0.719908010774845,"751713",1
"dre03440","dre03440","Homologous recombination - Danio rerio (zebrafish)","1/70","40/7368",0.31808993784762,0.820695132283323,0.719908010774845,"322269",1
"dre00062","dre00062","Fatty acid elongation - Danio rerio (zebrafish)","1/70","42/7368",0.331056352929051,0.820695132283323,0.719908010774845,"327274",1
