"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043153","BP","GO:0043153","entrainment of circadian clock by photoperiod","7/168","14/18057",1.72935066455772e-11,1.42952652094584e-08,1.3659154975674e-08,"563926/58107/554836/140633/83774/100003956/406204",7
"GO:0042752","BP","GO:0042752","regulation of circadian rhythm","9/168","35/18057",2.41637802245822e-11,1.42952652094584e-08,1.3659154975674e-08,"563926/58107/554836/140633/101883257/83774/494487/100003956/406204",9
"GO:0009649","BP","GO:0009649","entrainment of circadian clock","7/168","15/18057",3.21723898187362e-11,1.42952652094584e-08,1.3659154975674e-08,"563926/58107/554836/140633/83774/100003956/406204",7
"GO:0032922","BP","GO:0032922","circadian regulation of gene expression","9/168","42/18057",1.44333140870938e-10,4.80990191952401e-08,4.59587106457461e-08,"563926/58107/554836/564009/140633/83774/494487/100003956/406204",9
"GO:0007623","BP","GO:0007623","circadian rhythm","11/168","88/18057",5.60956999283412e-10,1.49551136008958e-07,1.42896414554301e-07,"563926/58107/569109/554836/564009/140633/101883257/83774/494487/100003956/406204",11
"GO:0009648","BP","GO:0009648","photoperiodism","7/168","22/18057",8.07182093706674e-10,1.79328955151833e-07,1.71349181295627e-07,"563926/58107/554836/140633/83774/100003956/406204",7
"GO:0048511","BP","GO:0048511","rhythmic process","12/168","122/18057",1.51845919541481e-09,2.8915801535542e-07,2.76291071646905e-07,"563926/58107/559273/569109/554836/564009/140633/101883257/83774/494487/100003956/406204",12
"GO:0045934","BP","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","16/168","427/18057",2.49392631900556e-06,0.000415550472904302,0.000397059321841675,"327244/563926/58107/554836/564009/140633/553187/101883257/83774/494487/571549/100003956/562307/445058/565811/406204",16
"GO:0045892","BP","GO:0045892","negative regulation of DNA-templated transcription","14/168","345/18057",4.39265027190455e-06,0.000550323821059503,0.000525835530052512,"327244/563926/58107/554836/564009/140633/553187/101883257/83774/494487/571549/100003956/565811/406204",14
"GO:1902679","BP","GO:1902679","negative regulation of RNA biosynthetic process","14/168","346/18057",4.54130685045351e-06,0.000550323821059503,0.000525835530052512,"327244/563926/58107/554836/564009/140633/553187/101883257/83774/494487/571549/100003956/565811/406204",14
"GO:1903507","BP","GO:1903507","negative regulation of nucleic acid-templated transcription","14/168","346/18057",4.54130685045351e-06,0.000550323821059503,0.000525835530052512,"327244/563926/58107/554836/564009/140633/553187/101883257/83774/494487/571549/100003956/565811/406204",14
"GO:0009266","BP","GO:0009266","response to temperature stimulus","6/168","48/18057",5.26643308192894e-06,0.000585012941517606,0.000558981055187195,"323922/140633/553187/83774/406204/560210",6
"GO:0009314","BP","GO:0009314","response to radiation","10/168","176/18057",5.97492282271361e-06,0.000612659394052095,0.000585397296800281,"563926/58107/30674/568982/554836/140633/83774/100003956/494158/406204",10
"GO:0009416","BP","GO:0009416","response to light stimulus","9/168","143/18057",7.7392945802753e-06,0.000736891405393355,0.00070410123625061,"563926/58107/30674/568982/554836/140633/83774/100003956/406204",9
"GO:0042542","BP","GO:0042542","response to hydrogen peroxide","4/168","15/18057",9.10987916545152e-06,0.000809564595169791,0.000773540616855883,"563926/140633/100003956/494158",4
"GO:0051253","BP","GO:0051253","negative regulation of RNA metabolic process","14/168","378/18057",1.24004396067817e-05,0.00103311162474,0.000987140258171435,"327244/563926/58107/554836/564009/140633/553187/101883257/83774/494487/571549/100003956/565811/406204",14
"GO:0009628","BP","GO:0009628","response to abiotic stimulus","13/168","370/18057",4.41349911860825e-05,0.00346070254417929,0.00330670831796655,"323922/563926/58107/30674/568982/554836/140633/553187/83774/100003956/494158/406204/560210",13
"GO:0010558","BP","GO:0010558","negative regulation of macromolecule biosynthetic process","14/168","459/18057",0.000102481787265252,0.00758934569025448,0.00725163523923711,"327244/563926/58107/554836/564009/140633/553187/101883257/83774/494487/571549/100003956/565811/406204",14
"GO:0031327","BP","GO:0031327","negative regulation of cellular biosynthetic process","14/168","469/18057",0.000128450899135471,0.00901184466039909,0.00861083589772409,"327244/563926/58107/554836/564009/140633/553187/101883257/83774/494487/571549/100003956/565811/406204",14
"GO:0009890","BP","GO:0009890","negative regulation of biosynthetic process","14/168","475/18057",0.000146629013819785,0.00977282377108869,0.00933795298536527,"327244/563926/58107/554836/564009/140633/553187/101883257/83774/494487/571549/100003956/565811/406204",14
"GO:0000302","BP","GO:0000302","response to reactive oxygen species","4/168","31/18057",0.000186970083626408,0.0118681486416191,0.0113400401597972,"563926/140633/100003956/494158",4
"GO:0008360","BP","GO:0008360","regulation of cell shape","5/168","62/18057",0.000276948368122545,0.0167805533957887,0.0160338528913052,"100332334/561285/795761/494158/100006456",5
"GO:0010035","BP","GO:0010035","response to inorganic substance","6/168","107/18057",0.000493750153654341,0.0286160415139668,0.0273426858545424,"563926/140633/567877/100003956/494158/560210",6
"GO:0022604","BP","GO:0022604","regulation of cell morphogenesis","5/168","75/18057",0.000670345402743283,0.0372321009106998,0.0355753481280426,"100332334/561285/795761/494158/100006456",5
"GO:0071526","BP","GO:0071526","semaphorin-plexin signaling pathway","4/168","46/18057",0.000870047941066929,0.0461190762503708,0.0440668711359014,"562398/561285/795761/544659",4
"GO:0031346","BP","GO:0031346","positive regulation of cell projection organization","5/168","80/18057",0.000899546873600631,0.0461190762503708,0.0440668711359014,"561285/795761/568668/570240/799686",5
"GO:0030424","CC","GO:0030424","axon","9/168","223/18405",0.000214129220750936,0.0308588628825499,0.0288513722929365,"103909035/799747/562853/567877/568668/799923/570240/566674/565419",9
"GO:0044304","CC","GO:0044304","main axon","3/168","16/18405",0.000383339911584471,0.0308588628825499,0.0288513722929365,"103909035/799747/562853",3
"GO:0043235","CC","GO:0043235","receptor complex","9/168","270/18405",0.000857009150850888,0.0459928244289977,0.0430008100251498,"101885162/566514/30517/561285/795761/568668/541493/570240/100006941",9
