"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010975","BP","GO:0010975","regulation of neuron projection development","22/643","162/18057",7.22589601465542e-08,0.0001541283619926,0.000140106320621003,"562079/556123/100536906/799320/572261/64270/562398/563730/30656/561285/795761/568668/565863/570240/100000009/373869/100331504/560221/100537719/566546/544659/556471",22
"GO:0009649","BP","GO:0009649","entrainment of circadian clock","7/643","15/18057",3.52495925327528e-07,0.000375936904361809,0.000341735523396477,"58107/554836/140633/493613/83774/100003956/406204",7
"GO:0042752","BP","GO:0042752","regulation of circadian rhythm","9/643","35/18057",2.67901709513547e-06,0.00131557015898302,0.00119588434024069,"58107/554836/140633/493613/101883257/83774/494487/100003956/406204",9
"GO:0048812","BP","GO:0048812","neuron projection morphogenesis","38/643","479/18057",3.68851150080338e-06,0.00131557015898302,0.00119588434024069,"553412/550457/100151551/564701/556123/100000797/572261/557991/557667/100535812/569471/369191/64270/562398/563730/30656/561285/795761/641469/569971/797545/565863/556537/60658/795920/555590/100000009/566674/571349/373869/560221/791744/566546/558635/544659/560805/565563/556471",38
"GO:0070588","BP","GO:0070588","calcium ion transmembrane transport","19/643","159/18057",3.95695363807588e-06,0.00131557015898302,0.00119588434024069,"557456/569528/403310/768182/570745/560561/567212/562585/561350/100005700/558525/553766/566351/562059/794222/170581/563901/562422/799412",19
"GO:0120039","BP","GO:0120039","plasma membrane bounded cell projection morphogenesis","38/643","481/18057",4.0670536793755e-06,0.00131557015898302,0.00119588434024069,"553412/550457/100151551/564701/556123/100000797/572261/557991/557667/100535812/569471/369191/64270/562398/563730/30656/561285/795761/641469/569971/797545/565863/556537/60658/795920/555590/100000009/566674/571349/373869/560221/791744/566546/558635/544659/560805/565563/556471",38
"GO:0043153","BP","GO:0043153","entrainment of circadian clock by photoperiod","6/643","14/18057",4.68452999625802e-06,0.00131557015898302,0.00119588434024069,"58107/554836/140633/83774/100003956/406204",6
"GO:0048858","BP","GO:0048858","cell projection morphogenesis","38/643","485/18057",4.9341590585392e-06,0.00131557015898302,0.00119588434024069,"553412/550457/100151551/564701/556123/100000797/572261/557991/557667/100535812/569471/369191/64270/562398/563730/30656/561285/795761/641469/569971/797545/565863/556537/60658/795920/555590/100000009/566674/571349/373869/560221/791744/566546/558635/544659/560805/565563/556471",38
"GO:0032990","BP","GO:0032990","cell part morphogenesis","38/643","491/18057",6.55906531727423e-06,0.00155449848019399,0.00141307582624785,"553412/550457/100151551/564701/556123/100000797/572261/557991/557667/100535812/569471/369191/64270/562398/563730/30656/561285/795761/641469/569971/797545/565863/556537/60658/795920/555590/100000009/566674/571349/373869/560221/791744/566546/558635/544659/560805/565563/556471",38
"GO:0032922","BP","GO:0032922","circadian regulation of gene expression","9/643","42/18057",1.3538320058498e-05,0.00288772366847762,0.00262500900502666,"568973/58107/554836/564009/140633/83774/494487/100003956/406204",9
"GO:0120035","BP","GO:0120035","regulation of plasma membrane bounded cell projection organization","22/643","222/18057",1.52308842099331e-05,0.00295340691088976,0.00268471662341597,"562079/556123/100536906/799320/572261/64270/562398/563730/30656/561285/795761/568668/565863/570240/100000009/373869/100331504/560221/100537719/566546/544659/556471",22
"GO:0031344","BP","GO:0031344","regulation of cell projection organization","22/643","224/18057",1.75328051775981e-05,0.00311645612031806,0.0028329322050119,"562079/556123/100536906/799320/572261/64270/562398/563730/30656/561285/795761/568668/565863/570240/100000009/373869/100331504/560221/100537719/566546/544659/556471",22
"GO:0006816","BP","GO:0006816","calcium ion transport","19/643","182/18057",2.78643704128268e-05,0.00457190016081228,0.00415596520651231,"557456/569528/403310/768182/570745/560561/567212/562585/561350/100005700/558525/553766/566351/562059/794222/170581/563901/562422/799412",19
