"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre00190","dre00190","Oxidative phosphorylation - Danio rerio (zebrafish)","38/338","148/7368",5.95967475551452e-19,8.22435116261004e-17,6.96340945118013e-17,"393781/100003139/393821/393700/796997/393497/415243/436768/100000992/445122/393478/554103/326962/447913/554154/445129/559659/563476/554125/393776/406306/436968/569770/406726/402883/541328/436799/393764/556538/326977/573689/336118/81541/798291/494577/562219/445042/100332034",38
"dre00830","dre00830","Retinol metabolism - Danio rerio (zebrafish)","19/338","93/7368",2.88921664544787e-08,1.99355948535903e-06,1.68791077707744e-06,"791210/100415792/100415791/556575/393761/553969/100415794/393724/556528/494176/767756/492759/324340/100384895/553952/393539/407663/84039/406731",19
"dre00983","dre00983","Drug metabolism - other enzymes - Danio rerio (zebrafish)","19/338","105/7368",2.22477305905434e-07,8.17150487591492e-06,6.91866545558014e-06,"791210/100415792/100415791/100415794/402979/335716/406703/492500/553169/79381/30084/559958/767756/431762/100384895/553952/492517/322660/406731",19
"dre00980","dre00980","Metabolism of xenobiotics by cytochrome P450 - Danio rerio (zebrafish)","16/338","76/7368",2.36855213794636e-07,8.17150487591492e-06,6.91866545558014e-06,"791210/100415792/100415791/100415794/406703/492500/553169/79381/436833/406433/767756/431762/100384895/557008/553952/406731",16
"dre00982","dre00982","Drug metabolism - cytochrome P450 - Danio rerio (zebrafish)","15/338","72/7368",6.54998805217161e-07,1.63209674223331e-05,1.38186680692523e-05,"791210/100415792/100415791/100415794/406703/492500/553169/79381/436833/767756/431762/100384895/557008/553952/406731",15
"dre00140","dre00140","Steroid hormone biosynthesis - Danio rerio (zebrafish)","16/338","82/7368",7.09607279231873e-07,1.63209674223331e-05,1.38186680692523e-05,"791210/100415792/100415791/550398/553969/100415794/777793/791770/436969/394148/767756/492759/324340/100384895/553952/406731",16
"dre00120","dre00120","Primary bile acid biosynthesis - Danio rerio (zebrafish)","8/338","28/7368",2.50387473138042e-05,0.000493621018472139,0.000417939992756731,"450052/336673/445281/394148/692332/327462/565876/402831",8
"dre04260","dre04260","Cardiac muscle contraction - Danio rerio (zebrafish)","18/338","145/7368",0.00010396671833264,0.00179342589123803,0.00151846128091092,"100037358/436768/393478/554103/326962/554154/324244/563476/393776/436968/569770/393908/100537244/794522/336118/64671/494577/100331199",18
"dre00040","dre00040","Pentose and glucuronate interconversions - Danio rerio (zebrafish)","10/338","56/7368",0.000195008514809072,0.00283222532937916,0.0023979939859732,"791210/100415792/100415791/100415794/550282/406433/767756/100384895/553952/406731",10
"dre00860","dre00860","Porphyrin metabolism - Danio rerio (zebrafish)","11/338","67/7368",0.000205233719520229,0.00283222532937916,0.0023979939859732,"791210/100415792/100415791/100415794/436771/767756/791518/100384895/557077/553952/406731",11
"dre00591","dre00591","Linoleic acid metabolism - Danio rerio (zebrafish)","7/338","29/7368",0.000261327441428762,0.00327847153792446,0.00277582258359737,"553969/560649/100034406/100034366/393592/492759/324340",7
"dre01240","dre01240","Biosynthesis of cofactors - Danio rerio (zebrafish)","20/338","202/7368",0.00092254087047552,0.0106092200104685,0.00898263479147217,"791210/100415792/100415791/678634/406404/100415794/335716/30084/494176/767756/100384895/557077/553952/559504/407663/322506/84039/445287/571967/406731",20
"dre03320","dre03320","PPAR signaling pathway - Danio rerio (zebrafish)","12/338","94/7368",0.00114583220501118,0.0121634495608879,0.0102985728547563,"30708/768196/449677/445281/394148/407736/415166/431754/436636/378727/565876/402831",12
"dre00130","dre00130","Ubiquinone and other terpenoid-quinone biosynthesis - Danio rerio (zebrafish)","4/338","12/7368",0.00160605561760726,0.0158311196592715,0.0134039228236395,"561410/559504/322506/445287",4
"dre00100","dre00100","Steroid biosynthesis - Danio rerio (zebrafish)","5/338","22/7368",0.00272165880627014,0.0250392610176853,0.0212002896488411,"565117/322481/436600/100004700/564868",5
"dre00480","dre00480","Glutathione metabolism - Danio rerio (zebrafish)","9/338","69/7368",0.00402243504651029,0.0338662217035022,0.0286739176894641,"406703/492500/553169/79381/436833/406278/322533/431762/447895",9
"dre00053","dre00053","Ascorbate and aldarate metabolism - Danio rerio (zebrafish)","8/338","57/7368",0.00417192586202563,0.0338662217035022,0.0286739176894641,"791210/100415792/100415791/100415794/767756/100384895/553952/406731",8
"dre00360","dre00360","Phenylalanine metabolism - Danio rerio (zebrafish)","4/338","16/7368",0.00510461642386977,0.0391353925830016,0.033135229418102,"561410/541429/557008/445287",4
"dre04744","dre04744","Phototransduction - Danio rerio (zebrafish)","7/338","49/7368",0.00654733832502823,0.0475543520449419,0.0402634101982345,"335656/393629/100330921/30503/360151/140428/560151",7
"dre00590","dre00590","Arachidonic acid metabolism - Danio rerio (zebrafish)","8/338","63/7368",0.00771052691401215,0.053023855252669,0.0448943396876145,"560649/100034406/100034366/393592/751701/336492/767759/566996",8
"dre00350","dre00350","Tyrosine metabolism - Danio rerio (zebrafish)","6/338","39/7368",0.00806884753844963,0.053023855252669,0.0448943396876145,"436754/561410/541429/557008/445287/58074",6
"dre00240","dre00240","Pyrimidine metabolism - Danio rerio (zebrafish)","8/338","69/7368",0.013139475867086,0.0824203486208122,0.0697838191983993,"402979/335716/30084/554129/559958/678543/492517/322660",8
