"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre00190","dre00190","Oxidative phosphorylation - Danio rerio (zebrafish)","60/400","148/7368",3.81623700295536e-38,5.22824469404885e-36,4.69999715100819e-36,"406599/393781/393821/393700/415253/796997/393497/393706/393829/751638/415243/436768/100000992/541390/767664/445122/393478/554103/326962/326975/447913/553660/554154/445129/100535363/100333064/559659/557348/563476/554125/335709/393776/406306/402880/436968/569770/554101/393943/393703/406726/447942/325712/402883/393675/541328/393764/556538/326977/573689/336118/566723/81541/415158/797063/798291/494577/562219/445042/100332034/335191",60
"dre04260","dre04260","Cardiac muscle contraction - Danio rerio (zebrafish)","32/400","145/7368",4.62803091463559e-12,2.82160547467012e-10,2.53651817546219e-10,"415253/100037358/751638/436768/767664/393478/554103/326962/326975/554154/324244/100535363/100333064/557348/563476/393776/402880/436968/100329813/569770/554101/393908/447942/556703/100537244/794522/336118/64671/566723/797409/494577/100331199",32
"dre03010","dre03010","Ribosome - Danio rerio (zebrafish)","31/400","138/7368",6.17869811971559e-12,2.82160547467012e-10,2.53651817546219e-10,"445040/557397/450009/572109/553709/436759/751746/394122/436829/768187/553555/393738/393723/447945/100536515/767758/192300/406307/751639/405889/415159/192299/569841/553580/751640/677743/565937/558080/553284/394097/100000836",31
"dre00983","dre00983","Drug metabolism - other enzymes - Danio rerio (zebrafish)","14/400","105/7368",0.00152384068037297,0.0521915433027743,0.0469182525272731,"791210/100415792/335716/406703/492500/553169/431724/436842/30084/557834/767756/553952/322660/406731",14
"dre00830","dre00830","Retinol metabolism - Danio rerio (zebrafish)","12/400","93/7368",0.00426060475230348,0.106215661227492,0.0954839213493399,"791210/100415792/393761/553969/325875/378722/767756/492759/553952/407663/84039/406731",12
"dre03320","dre03320","PPAR signaling pathway - Danio rerio (zebrafish)","12/400","94/7368",0.00465178078368579,0.106215661227492,0.0954839213493399,"30708/768196/568707/394148/406283/415166/436636/378727/100005717/565876/402831/723999",12
"dre01240","dre01240","Biosynthesis of cofactors - Danio rerio (zebrafish)","20/400","202/7368",0.00653335658555337,0.12786712174583,0.114947777520262,"791210/100415792/751732/678634/406404/335716/564649/30084/541539/767756/447919/553952/445486/559504/407663/494065/84039/406731/791775/100536795",20
"dre00980","dre00980","Metabolism of xenobiotics by cytochrome P450 - Danio rerio (zebrafish)","10/400","76/7368",0.00763012747912291,0.13066593307998,0.117463804612813,"791210/100415792/406703/492500/553169/406433/337696/767756/553952/406731",10
"dre03040","dre03040","Spliceosome - Danio rerio (zebrafish)","15/400","143/7368",0.0105259256211914,0.160227978900358,0.144038982184725,"415167/393979/563948/335396/192331/368893/327011/100535720/192325/394058/445383/566017/415171/751729/192328",15
"dre00140","dre00140","Steroid hormone biosynthesis - Danio rerio (zebrafish)","10/400","82/7368",0.0128296541647434,0.175766262056984,0.158007319713155,"791210/100415792/550398/553969/777793/394148/767756/492759/553952/406731",10
"dre01232","dre01232","Nucleotide metabolism - Danio rerio (zebrafish)","12/400","110/7368",0.0157576061626723,0.196253822207828,0.176424872826092,"393744/406404/335716/445069/402940/431724/30084/557834/554129/445486/567734/81540",12
"dre03018","dre03018","RNA degradation - Danio rerio (zebrafish)","10/400","86/7368",0.017544014972394,0.200294170934832,0.180056995769307,"415167/492479/323016/563948/321035/492503/100535720/566017/393668/324574",10
"dre00590","dre00590","Arachidonic acid metabolism - Danio rerio (zebrafish)","8/400","63/7368",0.0198453313803332,0.209139261469666,0.188008402550526,"565975/100034366/393592/337696/751701/336492/767759/494108",8
"dre00860","dre00860","Porphyrin metabolism - Danio rerio (zebrafish)","8/400","67/7368",0.0277365050880209,0.271421514075633,0.243997826714169,"791210/100415792/751732/436959/436771/767756/553952/406731",8
"dre00040","dre00040","Pentose and glucuronate interconversions - Danio rerio (zebrafish)","7/400","56/7368",0.0307613821405437,0.277431819323204,0.249400867159546,"791210/100415792/550282/406433/767756/553952/406731",7
"dre00240","dre00240","Pyrimidine metabolism - Danio rerio (zebrafish)","8/400","69/7368",0.0324007964173085,0.277431819323204,0.249400867159546,"393744/335716/30084/554129/567734/494065/81540/322660",8
"dre04814","dre04814","Motor proteins - Danio rerio (zebrafish)","21/400","254/7368",0.0350915789071284,0.282796841780976,0.254223822423159,"100037358/795537/373083/751665/566034/324244/100002038/450006/100329813/492493/393908/558627/556703/100537244/64671/108190403/100331199/445029/550249/564573/792024",21
"dre03420","dre03420","Nucleotide excision repair - Danio rerio (zebrafish)","7/400","59/7368",0.0394467943127781,0.290996418546171,0.261594936380346,"553610/393196/436588/751713/449846/393774/554099",7
"dre00982","dre00982","Drug metabolism - cytochrome P450 - Danio rerio (zebrafish)","8/400","72/7368",0.0403571675356004,0.290996418546171,0.261594936380346,"791210/100415792/406703/492500/553169/767756/553952/406731",8
"dre00630","dre00630","Glyoxylate and dicarboxylate metabolism - Danio rerio (zebrafish)","5/400","37/7368",0.0479433027972233,0.327987957755903,0.294848951651484,"541329/100000775/79378/553804/436852",5
"dre00730","dre00730","Thiamine metabolism - Danio rerio (zebrafish)","3/400","16/7368",0.0525095253793906,0.327987957755903,0.294848951651484,"445069/541539/445486",3
"dre03030","dre03030","DNA replication - Danio rerio (zebrafish)","5/400","38/7368",0.0528532015404116,0.327987957755903,0.294848951651484,"553610/393196/436932/550504/393774",5
"dre04110","dre04110","Cell cycle - Danio rerio (zebrafish)","16/400","191/7368",0.0550636717400421,0.327987957755903,0.294848951651484,"406304/550576/791894/751740/80973/393548/569473/559665/798352/449846/445501/768140/431763/550434/550258/402991",16
"dre00120","dre00120","Primary bile acid biosynthesis - Danio rerio (zebrafish)","4/400","28/7368",0.0624886081879141,0.356705805072676,0.320665226227454,"394148/565876/402831/723999",4
"dre00591","dre00591","Linoleic acid metabolism - Danio rerio (zebrafish)","4/400","29/7368",0.0695170146349959,0.380953240199778,0.342462766833454,"553969/100034366/393592/492759",4
"dre00480","dre00480","Glutathione metabolism - Danio rerio (zebrafish)","7/400","69/7368",0.0792345794029567,0.416781641157062,0.374671164159633,"406703/492500/553169/406278/563855/322533/447895",7
"dre04914","dre04914","Progesterone-mediated oocyte maturation - Danio rerio (zebrafish)","10/400","112/7368",0.0821394475273042,0.416781641157062,0.374671164159633,"550576/751740/80973/569473/798352/30262/445501/768140/550434/550258",10
"dre00053","dre00053","Ascorbate and aldarate metabolism - Danio rerio (zebrafish)","6/400","57/7368",0.0872020974165422,0.426667405216653,0.383558097659227,"791210/100415792/767756/553952/406731/100536795",6
"dre00920","dre00920","Sulfur metabolism - Danio rerio (zebrafish)","2/400","10/7368",0.0991407564237873,0.468354607933064,0.421033339440404,"405865/550580",2
